,body,head_wear,accessories,tail,teeth
2385,Red_body,none,Earring,Pointy_Tail,Buck_Tooth
2386,Blue_body,none,Cigar,Pointy_Tail,Shark_Teeth
2387,Green_body,Beanie,none,Propeller_Tail,Shark_Teeth
2388,Red_body,Spinner_hat,Earring,Flower_tail,none
2389,Trippy_body,Top_hat,none,Flower_tail,none
2390,Red_body,Backwards_hat,Goggles,Pointy_Tail,Buck_Tooth
2391,Black_body,Beanie,Earring,Curved_Tail,Buck_Tooth
2392,Blue_body,Top_hat,Earring,Curved_Tail,Gold_grill
2393,Yellow_body,Afro,none,Fanned_Tail,Buck_Tooth
2394,Red_body,none,none,Pointy_Tail,Gold_grill
2395,Blue_body,Umbrella_hat,Earring,Dragon_Tail,Human_Teeth
2396,Blue_body,Beanie,Moustache,Flower_tail,Gold_grill
2397,Green_body,Backwards_hat,Earring,Pointy_Tail,Shark_Teeth
2398,Orange_body,none,Moustache,Flower_tail,none
2399,Orange_body,none,Goggles,Flower_tail,none
2400,Red_body,none,Balloon,Curved_Tail,Braces
2401,Green_body,Umbrella_hat,Wings,Pointy_Tail,Shark_Teeth
2402,Trippy_body,Backwards_hat,Moustache,Curved_Tail,Shark_Teeth
2403,Yellow_body,none,Cigar,Heart_Tail,Buck_Tooth
2404,Red_body,Umbrella_hat,Goggles,Heart_Tail,none
2405,Green_body,Fin,Goggles,Flower_tail,Buck_Tooth
2406,Yellow_body,Fin,Moustache,Heart_Tail,none
2407,Blue_body,Beanie,Earring,Fanned_Tail,none
2408,Robot_body,none,none,Flower_tail,none
2409,Orange_body,Backwards_hat,Balloon,Pointy_Tail,none
2410,Red_body,Beanie,Earring,Heart_Tail,Braces
2411,Trippy_body,Afro,Earring,Dragon_Tail,none
2412,Rainbow_body,Backwards_hat,none,Jet_Tail,Shark_Teeth
2413,Red_body,Fin,Cigar,Propeller_Tail,Buck_Tooth
2414,Scaled_ body,Backwards_hat,Goggles,Curved_Tail,none
2415,Blue_body,none,Wings,Flower_tail,none
2416,Yellow_body,Spinner_hat,none,Pointy_Tail,Human_Teeth
2417,Scaled_ body,Fin,Wings,Pointy_Tail,Braces
2418,Green_body,Fin,Little_fish,Fanned_Tail,Human_Teeth
2419,Green_body,Beanie,Earring,Flower_tail,none
2420,Orange_body,Afro,none,Curved_Tail,Human_Teeth
2421,Trippy_body,Beanie,Earring,Heart_Tail,Buck_Tooth
2422,Red_body,Umbrella_hat,Wings,Dragon_Tail,Shark_Teeth
2423,Scaled_ body,Beanie,Balloon,Heart_Tail,none
2424,Blue_body,Beanie,none,Pointy_Tail,Shark_Teeth
2425,Robot_body,none,Little_fish,Fanned_Tail,Braces
2426,Scaled_ body,none,Cigar,Dragon_Tail,Human_Teeth
2427,Trippy_body,Horns,none,Jet_Tail,Human_Teeth
2428,Blue_body,Beanie,Earring,Pointy_Tail,Shark_Teeth
2429,Yellow_body,Backwards_hat,Goggles,Pointy_Tail,Gold_grill
2430,Orange_body,Backwards_hat,none,Pointy_Tail,Shark_Teeth
2431,Rainbow_body,none,Moustache,Jet_Tail,Human_Teeth
2432,Red_body,none,Wings,Propeller_Tail,none
2433,Orange_body,Backwards_hat,none,Flower_tail,Shark_Teeth
2434,Orange_body,Beanie,none,Jet_Tail,Buck_Tooth
2435,Rainbow_body,none,none,Pointy_Tail,Shark_Teeth
2436,Rainbow_body,Fin,Balloon,Propeller_Tail,none
2437,Blue_body,Beanie,Balloon,Curved_Tail,Gold_grill
2438,Robot_body,Afro,Cigar,Fanned_Tail,Human_Teeth
2439,Green_body,none,Balloon,Pointy_Tail,Braces
2440,Yellow_body,Horns,Balloon,Dragon_Tail,Buck_Tooth
2441,Alien_body,Fin,none,Curved_Tail,Buck_Tooth
2442,Red_body,Afro,none,Flower_tail,Shark_Teeth
2443,Green_body,Afro,none,Propeller_Tail,Human_Teeth
2444,Yellow_body,Horns,Earring,Curved_Tail,Shark_Teeth
2445,Yellow_body,Beanie,Moustache,Dragon_Tail,none
2446,Green_body,none,Wings,Flower_tail,Buck_Tooth
2447,Green_body,none,Cigar,Curved_Tail,Buck_Tooth
2448,Blue_body,none,Balloon,Dragon_Tail,Buck_Tooth
2449,Black_body,Beanie,Earring,Heart_Tail,Human_Teeth
2450,Green_body,none,Earring,Curved_Tail,Gold_grill
2451,Green_body,Beanie,none,Flower_tail,none
2452,Blue_body,Spinner_hat,Cigar,Pointy_Tail,Shark_Teeth
2453,Robot_body,Beanie,Earring,Curved_Tail,none
2454,Blue_body,Beanie,Moustache,Flower_tail,none
2455,Robot_body,Fin,none,Flower_tail,Buck_Tooth
2456,Blue_body,Beanie,Balloon,Heart_Tail,none
2457,Red_body,Spinner_hat,Cigar,Heart_Tail,Shark_Teeth
2458,Blue_body,Horns,none,Pointy_Tail,Shark_Teeth
2459,Scaled_ body,Top_hat,none,Curved_Tail,none
2460,Red_body,none,none,Propeller_Tail,Braces
2461,Scaled_ body,none,Moustache,Fanned_Tail,none
2462,Orange_body,none,Goggles,Curved_Tail,none
2463,Rainbow_body,Beanie,Earring,Heart_Tail,Shark_Teeth
2464,Black_body,none,Cigar,Dragon_Tail,none
2465,Yellow_body,Backwards_hat,Earring,Pointy_Tail,Human_Teeth
2466,Green_body,none,Balloon,Propeller_Tail,none
2467,Green_body,Backwards_hat,Goggles,Heart_Tail,Buck_Tooth
2468,Alien_body,Afro,Moustache,Fanned_Tail,none
2469,Robot_body,none,Balloon,Heart_Tail,none
2470,Rainbow_body,Beanie,none,Heart_Tail,none
2471,Rainbow_body,Afro,none,Curved_Tail,none
2472,Trippy_body,none,Goggles,Dragon_Tail,Shark_Teeth
2473,Trippy_body,none,none,Fanned_Tail,none
2474,Black_body,Beanie,Wings,Propeller_Tail,Buck_Tooth
2475,Red_body,Beanie,Goggles,Fanned_Tail,Buck_Tooth
2476,Green_body,Backwards_hat,Moustache,Pointy_Tail,Shark_Teeth
2477,Red_body,Backwards_hat,Moustache,Flower_tail,Buck_Tooth
2478,Red_body,Horns,none,Flower_tail,Buck_Tooth
2479,Green_body,Afro,Goggles,Propeller_Tail,Shark_Teeth
2480,Trippy_body,Fin,Cigar,Dragon_Tail,Human_Teeth
2481,Green_body,none,Earring,Propeller_Tail,none
2482,Green_body,Backwards_hat,Earring,Curved_Tail,Shark_Teeth
2483,Yellow_body,none,none,Flower_tail,Buck_Tooth
2484,Green_body,Afro,none,Propeller_Tail,Shark_Teeth
2485,Robot_body,Fin,none,Curved_Tail,Buck_Tooth
2486,Rainbow_body,none,Goggles,Curved_Tail,Shark_Teeth
2487,Green_body,Backwards_hat,Cigar,Jet_Tail,none
2488,Blue_body,none,Balloon,Dragon_Tail,none
2489,Blue_body,Beanie,Balloon,Fanned_Tail,Human_Teeth
2490,Yellow_body,Spinner_hat,Cigar,Heart_Tail,Human_Teeth
2491,Yellow_body,Afro,Goggles,Heart_Tail,Shark_Teeth
2492,Green_body,none,none,Propeller_Tail,Human_Teeth
2493,Scaled_ body,Backwards_hat,none,Fanned_Tail,none
2494,Blue_body,Backwards_hat,Moustache,Propeller_Tail,Buck_Tooth
2495,Red_body,Backwards_hat,none,Heart_Tail,Gold_grill
2496,Yellow_body,Fin,Goggles,Flower_tail,Human_Teeth
2497,Blue_body,none,none,Jet_Tail,Shark_Teeth
2498,Scaled_ body,Backwards_hat,Cigar,Propeller_Tail,Shark_Teeth
2499,Gold_body,Fin,Goggles,Pointy_Tail,Shark_Teeth
2500,Green_body,Beanie,Balloon,Flower_tail,Braces
2501,Red_body,Afro,Cigar,Curved_Tail,none
2502,Yellow_body,Spinner_hat,none,Pointy_Tail,none
2503,Scaled_ body,Umbrella_hat,Balloon,Propeller_Tail,none
2504,Gold_body,Fin,none,Fanned_Tail,none
2505,Blue_body,Afro,Wings,Pointy_Tail,Human_Teeth
2506,Green_body,Beanie,Cigar,Heart_Tail,Human_Teeth
2507,Yellow_body,Spinner_hat,Cigar,Curved_Tail,Buck_Tooth
2508,Green_body,Umbrella_hat,Earring,Pointy_Tail,Buck_Tooth
2509,Red_body,none,none,Fanned_Tail,Human_Teeth
2510,Yellow_body,Beanie,Goggles,Propeller_Tail,Braces
2511,Red_body,Beanie,none,Pointy_Tail,Gold_grill
2512,Red_body,Spinner_hat,Earring,Curved_Tail,Buck_Tooth
2513,Blue_body,Afro,none,Dragon_Tail,Buck_Tooth
2514,Scaled_ body,none,none,Dragon_Tail,Buck_Tooth
2515,Scaled_ body,Backwards_hat,none,Curved_Tail,Buck_Tooth
2516,Scaled_ body,Fin,none,Pointy_Tail,Shark_Teeth
2517,Orange_body,Beanie,Earring,Propeller_Tail,none
2518,Green_body,Fin,none,Propeller_Tail,Shark_Teeth
2519,Red_body,none,Moustache,Curved_Tail,Braces
2520,Blue_body,Backwards_hat,Balloon,Curved_Tail,Buck_Tooth
2521,Black_body,none,Earring,Pointy_Tail,Buck_Tooth
2522,Yellow_body,none,Moustache,Fanned_Tail,Shark_Teeth
2523,Yellow_body,Afro,none,Curved_Tail,Buck_Tooth
2524,Green_body,none,none,Fanned_Tail,Braces
2525,Scaled_ body,Beanie,none,Pointy_Tail,Braces
2526,Green_body,Beanie,Earring,Jet_Tail,Gold_grill
2527,Yellow_body,Fin,none,Flower_tail,Human_Teeth
2528,Yellow_body,Horns,Balloon,Heart_Tail,none
2529,Orange_body,Beanie,Balloon,Propeller_Tail,Braces
2530,Red_body,Backwards_hat,none,Propeller_Tail,Human_Teeth
2531,Orange_body,none,Earring,Curved_Tail,Buck_Tooth
2532,Trippy_body,Beanie,Goggles,Curved_Tail,Buck_Tooth
2533,Orange_body,none,Goggles,Fanned_Tail,none
2534,Robot_body,Backwards_hat,Earring,Pointy_Tail,none
2535,Alien_body,Fin,Cigar,Fanned_Tail,Buck_Tooth
2536,Green_body,Spinner_hat,none,Heart_Tail,Shark_Teeth
2537,Yellow_body,Fin,none,Curved_Tail,Braces
2538,Yellow_body,none,Wings,Pointy_Tail,none
2539,Black_body,Backwards_hat,none,Pointy_Tail,Braces
2540,Green_body,Afro,none,Fanned_Tail,Shark_Teeth
2541,Orange_body,Backwards_hat,none,Fanned_Tail,Braces
2542,Blue_body,Fin,none,Curved_Tail,Braces
2543,Black_body,none,Balloon,Curved_Tail,Braces
2544,Robot_body,Backwards_hat,Cigar,Fanned_Tail,Human_Teeth
2545,Red_body,Backwards_hat,Wings,Flower_tail,Buck_Tooth
2546,Scaled_ body,Beanie,none,Propeller_Tail,Braces
2547,Robot_body,Beanie,Goggles,Flower_tail,Braces
2548,Red_body,Umbrella_hat,Earring,Pointy_Tail,none
2549,Red_body,Afro,Goggles,Pointy_Tail,Buck_Tooth
2550,Red_body,none,none,Heart_Tail,Braces
2551,Red_body,Beanie,Moustache,Flower_tail,Braces
2552,Red_body,Fin,Earring,Fanned_Tail,Braces
2553,Blue_body,Fin,none,Flower_tail,Shark_Teeth
2554,Blue_body,Beanie,Earring,Propeller_Tail,none
2555,Orange_body,none,Moustache,Heart_Tail,none
2556,Green_body,Backwards_hat,Moustache,Curved_Tail,Buck_Tooth
2557,Rainbow_body,none,Wings,Flower_tail,Braces
2558,Scaled_ body,Afro,none,Dragon_Tail,Gold_grill
2559,Red_body,none,Wings,Pointy_Tail,Shark_Teeth
2560,Blue_body,Beanie,none,Curved_Tail,Shark_Teeth
2561,Red_body,Backwards_hat,Wings,Flower_tail,Shark_Teeth
2562,Green_body,Horns,Earring,Dragon_Tail,Buck_Tooth
2563,Blue_body,Top_hat,Moustache,Propeller_Tail,Shark_Teeth
2564,Orange_body,Beanie,Wings,Propeller_Tail,none
2565,Rainbow_body,Backwards_hat,Earring,Propeller_Tail,none
2566,Green_body,Backwards_hat,Goggles,Jet_Tail,none
2567,Red_body,Fin,Cigar,Pointy_Tail,Shark_Teeth
2568,Trippy_body,none,none,Flower_tail,Shark_Teeth
2569,Alien_body,Beanie,none,Pointy_Tail,Buck_Tooth
2570,Blue_body,Afro,Earring,Heart_Tail,Human_Teeth
2571,Green_body,Fin,Moustache,Fanned_Tail,none
2572,Orange_body,Horns,none,Heart_Tail,Braces
2573,Red_body,none,Wings,Pointy_Tail,Buck_Tooth
2574,Robot_body,Beanie,Goggles,Heart_Tail,Human_Teeth
2575,Trippy_body,Beanie,Balloon,Fanned_Tail,Shark_Teeth
2576,Orange_body,none,Earring,Dragon_Tail,none
2577,Orange_body,Fin,Earring,Flower_tail,none
2578,Yellow_body,Horns,Earring,Fanned_Tail,Buck_Tooth
2579,Orange_body,none,none,Curved_Tail,Shark_Teeth
2580,Black_body,none,Earring,Propeller_Tail,none
2581,Rainbow_body,Horns,none,Curved_Tail,Gold_grill
2582,Yellow_body,Spinner_hat,Moustache,Propeller_Tail,Gold_grill
2583,Blue_body,none,none,Curved_Tail,Braces
2584,Green_body,Umbrella_hat,Balloon,Fanned_Tail,Buck_Tooth
2585,Trippy_body,Fin,Earring,Propeller_Tail,none
2586,Scaled_ body,Backwards_hat,Earring,Dragon_Tail,Gold_grill
2587,Alien_body,none,Cigar,Propeller_Tail,Buck_Tooth
2588,Trippy_body,Horns,Wings,Fanned_Tail,none
2589,Yellow_body,Beanie,Goggles,Jet_Tail,Buck_Tooth
2590,Green_body,Afro,none,Flower_tail,Buck_Tooth
2591,Orange_body,Backwards_hat,Cigar,Pointy_Tail,Buck_Tooth
2592,Orange_body,none,Goggles,Curved_Tail,Buck_Tooth
2593,Black_body,Beanie,none,Pointy_Tail,Buck_Tooth
2594,Blue_body,Top_hat,none,Curved_Tail,Buck_Tooth
2595,Red_body,Beanie,none,Heart_Tail,Shark_Teeth
2596,Green_body,Spinner_hat,Earring,Heart_Tail,Shark_Teeth
2597,Scaled_ body,none,Moustache,Heart_Tail,none
2598,Blue_body,Umbrella_hat,none,Dragon_Tail,none
2599,Trippy_body,Spinner_hat,none,Dragon_Tail,Braces
2600,Scaled_ body,Backwards_hat,Earring,Propeller_Tail,none
2601,Blue_body,Beanie,none,Fanned_Tail,Shark_Teeth
2602,Yellow_body,Top_hat,Moustache,Pointy_Tail,Shark_Teeth
2603,Blue_body,Afro,Earring,Curved_Tail,Shark_Teeth
2604,Gold_body,Afro,Balloon,Pointy_Tail,Gold_grill
2605,Scaled_ body,none,Cigar,Propeller_Tail,none
2606,Alien_body,Beanie,Goggles,Heart_Tail,Braces
2607,Yellow_body,Fin,Goggles,Curved_Tail,none
2608,Green_body,none,Moustache,Flower_tail,Human_Teeth
2609,Yellow_body,Beanie,Balloon,Heart_Tail,none
2610,Rainbow_body,none,none,Fanned_Tail,Braces
2611,Orange_body,Fin,Earring,Dragon_Tail,none
2612,Blue_body,Horns,none,Fanned_Tail,none
2613,Rainbow_body,Umbrella_hat,none,Pointy_Tail,Buck_Tooth
2614,Yellow_body,none,Goggles,Heart_Tail,Buck_Tooth
2615,Black_body,Umbrella_hat,Earring,Pointy_Tail,Braces
2616,Green_body,Top_hat,none,Pointy_Tail,none
2617,Red_body,Spinner_hat,none,Curved_Tail,none
2618,Robot_body,Backwards_hat,Moustache,Fanned_Tail,none
2619,Alien_body,Spinner_hat,Balloon,Pointy_Tail,Buck_Tooth
2620,Scaled_ body,none,Goggles,Jet_Tail,Shark_Teeth
2621,Red_body,none,Earring,Flower_tail,Shark_Teeth
2622,Blue_body,Beanie,Wings,Heart_Tail,none
2623,Orange_body,Fin,none,Pointy_Tail,Human_Teeth
2624,Trippy_body,Beanie,none,Curved_Tail,Buck_Tooth
2625,Scaled_ body,Umbrella_hat,Earring,Dragon_Tail,Braces
2626,Blue_body,Afro,Balloon,Heart_Tail,Buck_Tooth
2627,Red_body,Horns,Wings,Fanned_Tail,Buck_Tooth
2628,Robot_body,none,none,Curved_Tail,none
2629,Yellow_body,Beanie,Balloon,Curved_Tail,Braces
2630,Alien_body,Horns,none,Pointy_Tail,Buck_Tooth
2631,Green_body,Umbrella_hat,Earring,Pointy_Tail,Shark_Teeth
2632,Red_body,Beanie,none,Jet_Tail,Buck_Tooth
2633,Blue_body,Umbrella_hat,none,Heart_Tail,none
2634,Orange_body,Umbrella_hat,none,Dragon_Tail,Buck_Tooth
2635,Red_body,Backwards_hat,Earring,Flower_tail,Braces
2636,Red_body,Horns,none,Heart_Tail,Gold_grill
2637,Alien_body,Beanie,Earring,Curved_Tail,none
2638,Robot_body,Afro,Balloon,Jet_Tail,none
2639,Green_body,Umbrella_hat,none,Curved_Tail,Shark_Teeth
2640,Black_body,Beanie,none,Pointy_Tail,Gold_grill
2641,Scaled_ body,none,none,Heart_Tail,Gold_grill
2642,Orange_body,Top_hat,none,Pointy_Tail,Buck_Tooth
2643,Blue_body,none,none,Pointy_Tail,Gold_grill
2644,Blue_body,Horns,Balloon,Jet_Tail,none
2645,Scaled_ body,Backwards_hat,Balloon,Fanned_Tail,Buck_Tooth
2646,Orange_body,Backwards_hat,Moustache,Curved_Tail,none
2647,Scaled_ body,Fin,none,Flower_tail,none
2648,Yellow_body,Fin,none,Fanned_Tail,Shark_Teeth
2649,Red_body,none,Earring,Pointy_Tail,Shark_Teeth
2650,Yellow_body,none,Earring,Fanned_Tail,Braces
2651,Rainbow_body,Fin,Cigar,Heart_Tail,none
2652,Alien_body,Beanie,none,Flower_tail,Braces
2653,Yellow_body,Beanie,none,Pointy_Tail,Shark_Teeth
2654,Yellow_body,none,none,Jet_Tail,Human_Teeth
2655,Robot_body,Top_hat,Earring,Pointy_Tail,Shark_Teeth
2656,Rainbow_body,Umbrella_hat,Wings,Curved_Tail,Shark_Teeth
2657,Orange_body,Afro,Balloon,Pointy_Tail,Human_Teeth
2658,Trippy_body,Umbrella_hat,Moustache,Heart_Tail,Braces
2659,Green_body,Beanie,Moustache,Fanned_Tail,Braces
2660,Rainbow_body,Beanie,Balloon,Propeller_Tail,none
2661,Robot_body,Backwards_hat,none,Fanned_Tail,Shark_Teeth
2662,Scaled_ body,Horns,none,Pointy_Tail,Human_Teeth
2663,Blue_body,Spinner_hat,Cigar,Fanned_Tail,Shark_Teeth
2664,Red_body,Horns,none,Pointy_Tail,Shark_Teeth
2665,Green_body,Horns,Balloon,Propeller_Tail,Shark_Teeth
2666,Rainbow_body,Horns,none,Flower_tail,none
2667,Blue_body,Beanie,Cigar,Propeller_Tail,none
2668,Robot_body,Beanie,Earring,Pointy_Tail,Buck_Tooth
2669,Red_body,none,Little_fish,Heart_Tail,Buck_Tooth
2670,Red_body,Afro,none,Dragon_Tail,Shark_Teeth
2671,Red_body,Spinner_hat,none,Fanned_Tail,Gold_grill
2672,Blue_body,Top_hat,none,Flower_tail,Shark_Teeth
2673,Trippy_body,Horns,none,Heart_Tail,Human_Teeth
2674,Orange_body,Beanie,none,Propeller_Tail,none
2675,Yellow_body,Afro,Cigar,Curved_Tail,none
2676,Black_body,Horns,none,Heart_Tail,Buck_Tooth
2677,Blue_body,Afro,Cigar,Flower_tail,Buck_Tooth
2678,Red_body,none,Wings,Curved_Tail,none
2679,Red_body,Backwards_hat,none,Curved_Tail,Buck_Tooth
2680,Yellow_body,none,Wings,Heart_Tail,Shark_Teeth
2681,Green_body,Beanie,Moustache,Flower_tail,Braces
2682,Orange_body,Beanie,Earring,Fanned_Tail,Shark_Teeth
2683,Green_body,Backwards_hat,Moustache,Jet_Tail,none
2684,Orange_body,Beanie,Balloon,Curved_Tail,Human_Teeth
2685,Blue_body,Backwards_hat,Moustache,Pointy_Tail,none
2686,Blue_body,Fin,Earring,Heart_Tail,Buck_Tooth
2687,Green_body,Umbrella_hat,none,Flower_tail,Shark_Teeth
2688,Trippy_body,Horns,none,Flower_tail,Buck_Tooth
2689,Black_body,Backwards_hat,Moustache,Fanned_Tail,Buck_Tooth
2690,Green_body,Backwards_hat,none,Propeller_Tail,Buck_Tooth
2691,Red_body,Spinner_hat,none,Jet_Tail,Shark_Teeth
2692,Blue_body,Beanie,none,Jet_Tail,none
2693,Black_body,none,none,Propeller_Tail,none
2694,Trippy_body,none,none,Pointy_Tail,Human_Teeth
2695,Orange_body,none,none,Pointy_Tail,Braces
2696,Green_body,none,none,Heart_Tail,Gold_grill
2697,Green_body,none,Moustache,Fanned_Tail,Braces
2698,Rainbow_body,none,Balloon,Fanned_Tail,Buck_Tooth
2699,Green_body,Beanie,none,Fanned_Tail,Braces
2700,Green_body,Umbrella_hat,none,Fanned_Tail,Braces
2701,Orange_body,Beanie,Wings,Jet_Tail,Braces
2702,Yellow_body,Spinner_hat,Moustache,Curved_Tail,Braces
2703,Orange_body,Fin,Balloon,Pointy_Tail,Human_Teeth
2704,Scaled_ body,Backwards_hat,Goggles,Fanned_Tail,Buck_Tooth
2705,Red_body,Backwards_hat,none,Fanned_Tail,none
2706,Green_body,Backwards_hat,Cigar,Propeller_Tail,Shark_Teeth
2707,Blue_body,Backwards_hat,Earring,Fanned_Tail,Buck_Tooth
2708,Blue_body,Spinner_hat,Wings,Pointy_Tail,Shark_Teeth
2709,Red_body,Umbrella_hat,Cigar,Heart_Tail,none
2710,Rainbow_body,none,Earring,Propeller_Tail,Buck_Tooth
2711,Yellow_body,Umbrella_hat,none,Pointy_Tail,Buck_Tooth
2712,Gold_body,Afro,none,Curved_Tail,none
2713,Green_body,Backwards_hat,Cigar,Curved_Tail,none
2714,Black_body,Backwards_hat,none,Dragon_Tail,Human_Teeth
2715,Black_body,Beanie,Earring,Fanned_Tail,none
2716,Blue_body,Fin,none,Dragon_Tail,Buck_Tooth
2717,Green_body,Horns,Earring,Curved_Tail,Braces
2718,Blue_body,Afro,Moustache,Fanned_Tail,Braces
2719,Rainbow_body,none,Balloon,Propeller_Tail,Gold_grill
2720,Black_body,Spinner_hat,Earring,Curved_Tail,none
2721,Blue_body,Beanie,none,Curved_Tail,Human_Teeth
2722,Rainbow_body,Afro,Earring,Dragon_Tail,Buck_Tooth
2723,Blue_body,none,none,Fanned_Tail,Braces
2724,Black_body,none,Earring,Jet_Tail,Gold_grill
2725,Yellow_body,none,none,Heart_Tail,Gold_grill
2726,Yellow_body,Beanie,Earring,Heart_Tail,Braces
2727,Alien_body,none,Cigar,Curved_Tail,Buck_Tooth
2728,Green_body,Spinner_hat,Wings,Fanned_Tail,Human_Teeth
2729,Scaled_ body,none,none,Dragon_Tail,Human_Teeth
2730,Red_body,Beanie,none,Curved_Tail,Human_Teeth
2731,Rainbow_body,Backwards_hat,Balloon,Propeller_Tail,none
2732,Orange_body,Backwards_hat,Goggles,Curved_Tail,Shark_Teeth
2733,Yellow_body,Backwards_hat,Cigar,Curved_Tail,Shark_Teeth
2734,Blue_body,Backwards_hat,Cigar,Curved_Tail,Buck_Tooth
2735,Blue_body,Beanie,Moustache,Jet_Tail,none
2736,Yellow_body,Umbrella_hat,Moustache,Dragon_Tail,none
2737,Rainbow_body,Beanie,none,Flower_tail,Shark_Teeth
2738,Trippy_body,none,Wings,Jet_Tail,Buck_Tooth
2739,Red_body,Spinner_hat,none,Fanned_Tail,Buck_Tooth
2740,Blue_body,Beanie,Wings,Propeller_Tail,Buck_Tooth
2741,Orange_body,Beanie,Little_fish,Pointy_Tail,Buck_Tooth
2742,Yellow_body,Beanie,Balloon,Heart_Tail,Shark_Teeth
2743,Trippy_body,Backwards_hat,Balloon,Curved_Tail,Shark_Teeth
2744,Orange_body,none,Moustache,Curved_Tail,Buck_Tooth
2745,Green_body,Spinner_hat,Cigar,Pointy_Tail,Gold_grill
2746,Green_body,Spinner_hat,Balloon,Flower_tail,Shark_Teeth
2747,Blue_body,none,Cigar,Pointy_Tail,Buck_Tooth
2748,Red_body,Horns,Moustache,Pointy_Tail,Human_Teeth
2749,Scaled_ body,Spinner_hat,none,Jet_Tail,none
2750,Robot_body,none,none,Heart_Tail,Shark_Teeth
2751,Green_body,Umbrella_hat,none,Jet_Tail,none
2752,Alien_body,none,Balloon,Pointy_Tail,Braces
2753,Red_body,Beanie,Earring,Pointy_Tail,Shark_Teeth
2754,Orange_body,Spinner_hat,Moustache,Flower_tail,Braces
2755,Red_body,Horns,Balloon,Curved_Tail,none
2756,Scaled_ body,Fin,Moustache,Pointy_Tail,Buck_Tooth
2757,Rainbow_body,Fin,none,Pointy_Tail,none
2758,Black_body,none,Balloon,Propeller_Tail,Buck_Tooth
2759,Robot_body,Umbrella_hat,Cigar,Curved_Tail,Human_Teeth
2760,Red_body,none,Goggles,Jet_Tail,Shark_Teeth
2761,Red_body,Afro,Cigar,Pointy_Tail,Buck_Tooth
2762,Yellow_body,none,Cigar,Pointy_Tail,Human_Teeth
2763,Blue_body,Afro,Balloon,Propeller_Tail,Shark_Teeth
2764,Alien_body,Spinner_hat,Balloon,Curved_Tail,none
2765,Green_body,Umbrella_hat,none,Propeller_Tail,Buck_Tooth
2766,Green_body,none,Earring,Dragon_Tail,Braces
2767,Blue_body,Horns,none,Pointy_Tail,none
2768,Blue_body,Backwards_hat,Earring,Curved_Tail,none
2769,Orange_body,Backwards_hat,none,Flower_tail,none
2770,Trippy_body,Umbrella_hat,none,Propeller_Tail,none
2771,Robot_body,Horns,Little_fish,Pointy_Tail,Buck_Tooth
2772,Yellow_body,Fin,none,Pointy_Tail,Buck_Tooth
2773,Black_body,Umbrella_hat,none,Jet_Tail,none
2774,Orange_body,Beanie,Cigar,Fanned_Tail,Buck_Tooth
2775,Blue_body,Afro,Wings,Flower_tail,Braces
2776,Red_body,Backwards_hat,Earring,Propeller_Tail,Braces
2777,Scaled_ body,Horns,Moustache,Heart_Tail,Human_Teeth
2778,Blue_body,none,Goggles,Flower_tail,none
2779,Rainbow_body,none,Goggles,Heart_Tail,none
2780,Black_body,none,none,Pointy_Tail,none
2781,Red_body,Afro,Earring,Pointy_Tail,none
2782,Blue_body,none,Earring,Dragon_Tail,Braces
2783,Green_body,none,Balloon,Fanned_Tail,Shark_Teeth
2784,Green_body,Beanie,Moustache,Propeller_Tail,Buck_Tooth
2785,Blue_body,Backwards_hat,Earring,Dragon_Tail,Shark_Teeth
2786,Green_body,Fin,Wings,Curved_Tail,Braces
2787,Gold_body,none,Earring,Flower_tail,Human_Teeth
2788,Orange_body,Spinner_hat,none,Curved_Tail,Gold_grill
2789,Robot_body,Beanie,Balloon,Fanned_Tail,Buck_Tooth
2790,Red_body,Afro,Earring,Pointy_Tail,Buck_Tooth
2791,Scaled_ body,Beanie,Balloon,Curved_Tail,none
2792,Black_body,Afro,Earring,Pointy_Tail,Gold_grill
2793,Blue_body,Backwards_hat,Earring,Flower_tail,Gold_grill
2794,Red_body,Afro,none,Curved_Tail,Human_Teeth
2795,Red_body,Afro,none,Fanned_Tail,none
2796,Black_body,none,none,Heart_Tail,Braces
2797,Orange_body,Beanie,Earring,Curved_Tail,none
2798,Orange_body,none,Earring,Dragon_Tail,Gold_grill
2799,Blue_body,Backwards_hat,Cigar,Heart_Tail,Buck_Tooth
2800,Red_body,Fin,none,Propeller_Tail,Buck_Tooth
2801,Green_body,Umbrella_hat,Moustache,Dragon_Tail,Braces
2802,Blue_body,Horns,none,Pointy_Tail,Human_Teeth
2803,Red_body,none,Little_fish,Fanned_Tail,Buck_Tooth
2804,Green_body,none,none,Curved_Tail,Braces
2805,Orange_body,Backwards_hat,none,Flower_tail,Human_Teeth
2806,Yellow_body,Horns,none,Fanned_Tail,Shark_Teeth
2807,Red_body,Beanie,none,Fanned_Tail,Buck_Tooth
2808,Yellow_body,none,Wings,Propeller_Tail,none
2809,Trippy_body,Beanie,none,Pointy_Tail,Braces
2810,Trippy_body,none,Earring,Propeller_Tail,Buck_Tooth
2811,Green_body,none,Moustache,Heart_Tail,none
2812,Green_body,Top_hat,Earring,Dragon_Tail,Braces
2813,Red_body,Fin,Earring,Curved_Tail,Buck_Tooth
2814,Orange_body,none,Balloon,Propeller_Tail,none
2815,Robot_body,Fin,none,Jet_Tail,Human_Teeth
2816,Green_body,Afro,none,Flower_tail,Braces
